Time (sec),Area-wt-avg Static Temperature at outlet (k)
402,645.8283369
403,646.0640918
404,646.2993433
405,646.5340921
406,646.7683389
407,647.0020846
408,647.23533
409,647.468076
410,647.7003235
411,647.9320732
412,648.1633261
413,648.3940831
414,648.6243451
415,648.854113
416,649.0833878
417,649.3121705
418,649.5404619
419,649.7682631
420,648.3465215
421,648.5462153
422,648.7456804
423,648.9449133
424,649.1439105
425,649.3426686
426,649.5411846
427,649.7394552
428,649.9374778
429,650.1352494
430,650.3327675
431,650.5300294
432,650.7270327
433,650.9237752
434,651.1202545
435,651.3164684
436,651.5124149
437,651.708092
438,651.9034978
439,652.0986304
440,652.293488
441,652.4880689
442,652.6823715
443,652.8763941
444,653.0701353
445,653.2635936
446,653.4567675
447,653.6496557
448,653.8422568
449,654.0345697
450,654.226593
451,654.4183256
452,654.6097664
453,654.8009143
454,654.9917683
455,655.1823272
456,655.3725902
457,655.5625564
458,655.7522248
459,655.9415946
460,656.1306649
461,656.3194351
462,656.5079042
463,656.6960717
464,656.8839368
465,657.0714988
466,657.2587572
467,657.4457112
468,657.6323604
469,657.8187042
470,658.0047421
471,658.1904736
472,658.3758982
473,658.5610154
474,658.7458249
475,658.9303263
476,659.1145191
477,659.2984031
478,659.4819779
479,659.6652432
480,658.8123007
481,658.9779049
482,659.1433615
483,659.3086673
484,659.4738189
485,659.6388133
486,659.8036473
487,659.9683181
488,660.1328227
489,660.2971584
490,660.4613224
491,660.625312
492,660.7891248
493,660.9527582
494,661.1162098
495,661.2794772
496,661.4425583
497,661.6054507
498,661.7681523
499,661.9306611
500,662.092975
501,662.2550921
502,662.4170105
503,662.5787282
504,662.7402437
505,662.901555
506,663.0626605
507,663.2235586
508,663.3842477
509,663.5447264
510,663.704993
511,663.8650462
512,664.0248846
513,664.1845068
514,664.3439115
515,664.5030976
516,664.6620637
517,664.8208087
518,664.9793314
519,665.1376308
520,665.2957058
521,665.4535553
522,665.6111784
523,665.7685742
524,665.9257416
525,666.0826799
526,666.2393881
527,666.3958655
528,666.5521112
529,666.7081245
530,666.8639046
531,667.0194509
532,667.1747626
533,667.3298391
534,667.4846799
535,667.6392842
536,667.7936516
537,667.9477814
538,668.1016732
539,668.2553265
540,667.1346819
541,667.2661243
542,667.3971751
543,667.5278533
544,667.6581766
545,667.7881614
546,667.9178231
547,668.0471758
548,668.1762327
549,668.305006
550,668.4335071
551,668.5617465
552,668.689734
553,668.8174787
554,668.9449889
555,669.0722725
556,669.1993367
557,669.3261882
558,669.452833
559,669.579277
560,669.7055254
561,669.831583
562,669.9574544
563,670.0831436
564,670.2086545
565,670.3339905
566,670.4591549
567,670.5841506
568,670.7089803
569,670.8336465
570,670.9581514
571,671.0824971
572,671.2066854
573,671.330718
574,671.4545964
575,671.578322
576,671.7018961
577,671.8253197
578,671.9485938
579,672.0717193
580,672.194697
581,672.3175276
582,672.4402115
583,672.5627494
584,672.6851416
585,672.8073885
586,672.9294904
587,673.0514475
588,673.17326
589,673.294928
590,673.4164515
591,673.5378306
592,673.6590653
593,673.7801555
594,673.9011011
595,674.0219021
596,674.1425582
597,674.2630694
598,674.3834354
599,674.503656
600,674.0760292
601,674.186952
602,674.2978165
603,674.4086208
604,674.5193629
605,674.6300408
606,674.7406528
607,674.851197
608,674.9616716
609,675.0720748
610,675.1824049
611,675.2926603
612,675.4028393
613,675.5129403
614,675.6229617
615,675.732902
616,675.8427596
617,675.9525331
618,676.0622212
619,676.1718223
620,676.281335
621,676.3907582
622,676.5000904
623,676.6093304
624,676.7184768
625,676.8275287
626,676.9364846
627,677.0453434
628,677.1541041
629,677.2627655
630,677.3713265
631,677.4797861
632,677.5881432
633,677.6963968
634,677.804546
635,677.9125897
636,678.0205271
637,678.1283571
638,678.236079
639,678.3436918
640,678.4511947
641,678.5585868
642,678.6658674
643,678.7730356
644,678.8800906
645,678.9870317
646,679.0938582
647,679.2005693
648,679.3071643
649,679.4136425
650,679.5200033
651,679.6262459
652,679.7323699
653,679.8383744
654,679.9442589
655,680.0500229
656,680.1556657
657,680.2611868
658,680.3665855
659,680.4718615
660,680.1201812
661,680.2176992
662,680.3151666
663,680.4125815
664,680.5099421
665,680.6072465
666,680.7044929
667,680.8016795
668,680.8988047
669,680.9958667
670,681.092864
671,681.1897949
672,681.2866579
673,681.3834515
674,681.4801743
675,681.5768248
676,681.6734016
677,681.7699033
678,681.8663287
679,681.9626764
680,682.0589452
681,682.1551338
682,682.2512411
683,682.3472659
684,682.443207
685,682.5390634
686,682.6348339
687,682.7305175
688,682.8261132
689,682.92162
690,683.0170368
691,683.1123628
692,683.2075971
693,683.3027386
694,683.3977866
695,683.4927401
696,683.5875984
697,683.6823606
698,683.7770259
699,683.8715936
700,683.9660628
701,684.060433
702,684.1547032
703,684.248873
704,684.3429415
705,684.4369081
706,684.5307722
707,684.6245332
708,684.7181903
709,684.8117432
710,684.905191
711,684.9985334
712,685.0917698
713,685.1848995
714,685.2779222
715,685.3708373
716,685.4636443
717,685.5563427
718,685.6489322
719,685.7414121
720,682.8800778
721,682.9245166
722,682.9696695
723,683.0155102
724,683.0620135
725,683.1091551
726,683.156912
727,683.2052621
728,683.2541839
729,683.3036572
730,683.3536624
731,683.4041807
732,683.455194
733,683.5066849
734,683.5586368
735,683.6110337
736,683.6638601
737,683.7171012
738,683.7707427
739,683.8247708
740,683.8791722
741,683.9339342
742,683.9890444
743,684.044491
744,684.1002624
745,684.1563477
746,684.212736
747,684.2694172
748,684.3263812
749,684.3836183
750,684.4411194
751,684.4988753
752,684.5568774
753,684.6151173
754,684.6735867
755,684.7322779
756,684.7911832
757,684.8502951
758,684.9096065
759,684.9691105
760,685.0288004
761,685.0886695
762,685.1487117
763,685.2089207
764,685.2692906
765,685.3298156
766,685.3904902
767,685.4513089
768,685.5122663
769,685.5733575
770,685.6345773
771,685.695921
772,685.7573838
773,685.8189613
774,685.8806488
775,685.9424422
776,686.0043371
777,686.0663296
778,686.1284157
779,686.1905914
780,685.6337855
781,685.6859473
782,685.7382856
783,685.7907944
784,685.8434682
785,685.8963014
786,685.9492884
787,686.0024238
788,686.0557024
789,686.1091189
790,686.1626682
791,686.2163454
792,686.2701457
793,686.3240642
794,686.3780963
795,686.4322376
796,686.4864836
797,686.54083
798,686.5952727
799,686.6498075
800,686.7044305
801,686.7591379
802,686.8139259
803,686.8687909
804,686.9237292
805,686.9787375
806,687.0338124
807,687.0889505
808,687.1441488
809,687.1994042
810,687.2547136
811,687.3100741
812,687.3654829
813,687.4209372
814,687.4764344
815,687.5319718
816,687.5875469
817,687.6431573
818,687.6988006
819,687.7544743
820,687.8101763
821,687.8659044
822,687.9216564
823,687.9774302
824,688.0332239
825,688.0890354
826,688.1448628
827,688.2007043
828,688.2565581
829,688.3124223
830,688.3682953
831,688.4241754
832,688.480061
833,688.5359505
834,688.5918423
835,688.647735
836,688.703627
837,688.7595171
838,688.8154037
839,688.8712855
840,687.8313988
841,687.8692426
842,687.9072506
843,687.9454183
844,687.9837412
845,688.0222151
846,688.0608357
847,688.099599
848,688.1385008
849,688.1775374
850,688.2167049
851,688.2559996
852,688.2954178
853,688.3349561
854,688.3746108
855,688.4143788
856,688.4542566
857,688.494241
858,688.534329
859,688.5745173
860,688.6148031
861,688.6551834
862,688.6956552
863,688.7362159
864,688.7768627
865,688.8175929
866,688.8584039
867,688.8992931
868,688.940258
869,688.9812963
870,689.0224055
871,689.0635833
872,689.1048274
873,689.1461356
874,689.1875057
875,689.2289355
876,689.2704231
877,689.3119662
878,689.3535631
879,689.3952116
880,689.4369099
881,689.4786562
882,689.5204486
883,689.5622852
884,689.6041644
885,689.6460845
886,689.6880438
887,689.7300406
888,689.7720733
889,689.8141403
890,689.8562402
891,689.8983714
892,689.9405325
893,689.9827219
894,690.0249384
895,690.0671804
896,690.1094467
897,690.1517359
898,690.1940467
899,690.2363779
900,688.485836
901,688.4987099
902,688.5118827
903,688.5253482
904,688.5391005
905,688.5531338
906,688.5674427
907,688.5820217
908,688.5968657
909,688.6119696
910,688.6273285
911,688.6429377
912,688.6587925
913,688.6748884
914,688.6912209
915,688.7077858
916,688.7245788
917,688.7415958
918,688.7588327
919,688.7762857
920,688.7939509
921,688.8118244
922,688.8299026
923,688.8481818
924,688.8666584
925,688.885329
926,688.9041901
927,688.9232383
928,688.9424703
929,688.9618829
930,688.9814728
931,689.0012369
932,689.0211721
933,689.0412754
934,689.0615437
935,689.0819742
936,689.102564
937,689.1233101
938,689.1442099
939,689.1652605
940,689.1864593
941,689.2078035
942,689.2292907
943,689.2509181
944,689.2726833
945,689.2945838
946,689.3166171
947,689.3387808
948,689.3610726
949,689.38349
950,689.4060308
951,689.4286927
952,689.4514736
953,689.4743711
954,689.4973832
955,689.5205078
956,689.5437426
957,689.5670858
958,689.5905352
959,689.6140888
960,688.1547653
961,688.1541398
962,688.1538587
963,688.1539189
964,688.1543171
965,688.1550499
966,688.1561138
967,688.1575051
968,688.1592199
969,688.1612545
970,688.1636047
971,688.1662667
972,688.1692362
973,688.1725092
974,688.1760815
975,688.1799489
976,688.1841071
977,688.188552
978,688.1932794
979,688.198285
980,688.2035646
981,688.2091141
982,688.2149293
983,688.221006
984,688.2273401
985,688.2339276
986,688.2407644
987,688.2478465
988,688.2551699
989,688.2627307
990,688.270525
991,688.278549
992,688.2867988
993,688.2952709
994,688.3039613
995,688.3128666
996,688.321983
997,688.3313071
998,688.3408354
999,688.3505643
1000,688.3604906
1001,688.3706109
1002,688.3809218
1003,688.3914202
1004,688.4021028
1005,688.4129665
1006,688.4240082
1007,688.4352249
1008,688.4466136
1009,688.4581713
1010,688.4698951
1011,688.4817823
1012,688.4938299
1013,688.5060353
1014,688.5183958
1015,688.5309086
1016,688.5435712
1017,688.5563809
1018,688.5693354
1019,688.582432
1020,687.4011365
1021,687.3948607
1022,687.3889083
1023,687.3832734
1024,687.3779502
1025,687.3729329
1026,687.3682161
1027,687.3637942
1028,687.359662
1029,687.3558142
1030,687.3522458
1031,687.3489517
1032,687.3459271
1033,687.3431671
1034,687.3406672
1035,687.3384227
1036,687.3364291
1037,687.334682
1038,687.3331772
1039,687.3319105
1040,687.3308777
1041,687.3300747
1042,687.3294977
1043,687.3291428
1044,687.3290061
1045,687.3290841
1046,687.3293729
1047,687.3298691
1048,687.3305692
1049,687.3314698
1050,687.3325675
1051,687.3338591
1052,687.3353413
1053,687.3370109
1054,687.338865
1055,687.3409005
1056,687.3431143
1057,687.3455037
1058,687.3480657
1059,687.3507977
1060,687.3536967
1061,687.3567602
1062,687.3599856
1063,687.3633702
1064,687.3669115
1065,687.3706071
1066,687.3744546
1067,687.3784514
1068,687.3825954
1069,687.3868842
1070,687.3913155
1071,687.3958872
1072,687.400597
1073,687.405443
1074,687.4104229
1075,687.4155347
1076,687.4207765
1077,687.4261463
1078,687.431642
1079,687.4372619
1080,686.1848651
1081,686.1700326
1082,686.1555178
1083,686.1413156
1084,686.1274206
1085,686.1138279
1086,686.1005328
1087,686.0875304
1088,686.0748163
1089,686.0623861
1090,686.0502353
1091,686.0383598
1092,686.0267555
1093,686.0154183
1094,686.0043445
1095,685.99353
1096,685.9829712
1097,685.9726644
1098,685.9626059
1099,685.9527924
1100,685.9432203
1101,685.9338863
1102,685.924787
1103,685.9159192
1104,685.9072796
1105,685.8988652
1106,685.8906728
1107,685.8826994
1108,685.874942
1109,685.8673977
1110,685.8600637
1111,685.852937
1112,685.8460149
1113,685.8392947
1114,685.8327736
1115,685.826449
1116,685.8203182
1117,685.8143788
1118,685.8086282
1119,685.8030638
1120,685.7976833
1121,685.7924841
1122,685.787464
1123,685.7826206
1124,685.7779516
1125,685.7734547
1126,685.7691276
1127,685.7649683
1128,685.7609744
1129,685.7571438
1130,685.7534745
1131,685.7499644
1132,685.7466114
1133,685.7434135
1134,685.7403688
1135,685.7374752
1136,685.7347308
1137,685.7321338
1138,685.7296823
1139,685.7273744
1140,685.3075946
1141,685.2987036
1142,685.2900188
1143,685.2815372
1144,685.2732558
1145,685.2651716
1146,685.2572816
1147,685.249583
1148,685.242073
1149,685.2347488
1150,685.2276078
1151,685.2206473
1152,685.2138647
1153,685.2072575
1154,685.2008231
1155,685.1945591
1156,685.1884631
1157,685.1825328
1158,685.1767657
1159,685.1711597
1160,685.1657124
1161,685.1604217
1162,685.1552855
1163,685.1503015
1164,685.1454678
1165,685.1407822
1166,685.1362428
1167,685.1318476
1168,685.1275946
1169,685.1234819
1170,685.1195077
1171,685.1156701
1172,685.1119674
1173,685.1083976
1174,685.1049591
1175,685.1016502
1176,685.0984691
1177,685.0954142
1178,685.0924839
1179,685.0896765
1180,685.0869905
1181,685.0844243
1182,685.0819764
1183,685.0796452
1184,685.0774294
1185,685.0753273
1186,685.0733377
1187,685.071459
1188,685.0696899
1189,685.0680291
1190,685.0664751
1191,685.0650267
1192,685.0636826
1193,685.0624414
1194,685.0613019
1195,685.0602628
1196,685.059323
1197,685.0584813
1198,685.0577363
1199,685.0570871
1200,681.8014455
1201,681.7482011
1202,681.6959185
1203,681.6445695
1204,681.5941269
1205,681.5445646
1206,681.4958576
1207,681.4479817
1208,681.4009139
1209,681.3546318
1210,681.3091141
1211,681.2643401
1212,681.22029
1213,681.1769447
1214,681.1342858
1215,681.0922956
1216,681.0509569
1217,681.0102535
1218,680.9701692
1219,680.930689
1220,680.8917979
1221,680.8534817
1222,680.8157267
1223,680.7785194
1224,680.7418472
1225,680.7056976
1226,680.6700585
1227,680.6349184
1228,680.600266
1229,680.5660905
1230,680.5323814
1231,680.4991285
1232,680.4663219
1233,680.4339522
1234,680.40201
1235,680.3704864
1236,680.3393727
1237,680.3086605
1238,680.2783417
1239,680.2484082
1240,680.2188525
1241,680.1896671
1242,680.1608447
1243,680.1323782
1244,680.1042609
1245,680.0764861
1246,680.0490474
1247,680.0219384
1248,679.9951531
1249,679.9686856
1250,679.94253
1251,679.9166808
1252,679.8911325
1253,679.8658798
1254,679.8409175
1255,679.8162405
1256,679.791844
1257,679.7677232
1258,679.7438733
1259,679.7202899
1260,678.3735929
1261,678.3287604
1262,678.2843899
1263,678.2404736
1264,678.1970034
1265,678.1539716
1266,678.1113706
1267,678.0691932
1268,678.0274321
1269,677.9860804
1270,677.9451311
1271,677.9045777
1272,677.8644135
1273,677.8246322
1274,677.7852277
1275,677.7461937
1276,677.7075245
1277,677.6692141
1278,677.6312569
1279,677.5936474
1280,677.5563801
1281,677.5194498
1282,677.4828513
1283,677.4465795
1284,677.4106296
1285,677.3749965
1286,677.3396757
1287,677.3046625
1288,677.2699523
1289,677.2355408
1290,677.2014236
1291,677.1675965
1292,677.1340553
1293,677.100796
1294,677.0678145
1295,677.0351071
1296,677.0026698
1297,676.970499
1298,676.938591
1299,676.9069422
1300,676.8755491
1301,676.8444083
1302,676.8135165
1303,676.7828702
1304,676.7524664
1305,676.7223018
1306,676.6923733
1307,676.6626779
1308,676.6332126
1309,676.6039745
1310,676.5749607
1311,676.5461685
1312,676.5175949
1313,676.4892375
1314,676.4610934
1315,676.4331601
1316,676.405435
1317,676.3779157
1318,676.3505996
1319,676.3234844
1320,675.6418087
1321,675.6043204
1322,675.5671304
1323,675.5302346
1324,675.4936287
1325,675.4573086
1326,675.4212703
1327,675.38551
1328,675.3500237
1329,675.3148078
1330,675.2798584
1331,675.2451721
1332,675.2107452
1333,675.1765744
1334,675.1426562
1335,675.1089873
1336,675.0755644
1337,675.0423844
1338,675.0094441
1339,674.9767405
1340,674.9442705
1341,674.9120313
1342,674.8800199
1343,674.8482334
1344,674.8166692
1345,674.7853245
1346,674.7541966
1347,674.7232829
1348,674.6925808
1349,674.6620878
1350,674.6318015
1351,674.6017193
1352,674.571839
1353,674.5421582
1354,674.5126745
1355,674.4833857
1356,674.4542897
1357,674.4253842
1358,674.3966671
1359,674.3681363
1360,674.3397898
1361,674.3116255
1362,674.2836414
1363,674.2558356
1364,674.2282062
1365,674.2007513
1366,674.173469
1367,674.1463575
1368,674.1194151
1369,674.0926399
1370,674.0660303
1371,674.0395845
1372,674.0133009
1373,673.9871778
1374,673.9612136
1375,673.9354067
1376,673.9097557
1377,673.8842588
1378,673.8589147
1379,673.8337217
1380,672.633617
1381,672.5894078
1382,672.545544
1383,672.502024
1384,672.4588459
1385,672.4160076
1386,672.3735069
1387,672.3313413
1388,672.2895082
1389,672.2480051
1390,672.206829
1391,672.1659771
1392,672.1254464
1393,672.0852339
1394,672.0453365
1395,672.0057509
1396,671.9664741
1397,671.9275027
1398,671.8888336
1399,671.8504634
1400,671.8123889
1401,671.7746067
1402,671.7371136
1403,671.6999063
1404,671.6629815
1405,671.6263359
1406,671.5899662
1407,671.5538693
1408,671.518042
1409,671.4824809
1410,671.447183
1411,671.4121451
1412,671.377364
1413,671.3428368
1414,671.3085604
1415,671.2745317
1416,671.2407478
1417,671.2072057
1418,671.1739025
1419,671.1408354
1420,671.1080014
1421,671.0753979
1422,671.043022
1423,671.010871
1424,670.9789422
1425,670.947233
1426,670.9157408
1427,670.884463
1428,670.853397
1429,670.8225404
1430,670.7918907
1431,670.7614455
1432,670.7312024
1433,670.7011591
1434,670.6713132
1435,670.6416625
1436,670.6122047
1437,670.5829376
1438,670.5538591
1439,670.524967
1440,668.6335094
1441,668.5743419
1442,668.5156484
1443,668.4574218
1444,668.3996548
1445,668.3423405
1446,668.2854724
1447,668.2290439
1448,668.1730487
1449,668.1174806
1450,668.0623337
1451,668.0076022
1452,667.9532803
1453,667.8993627
1454,667.8458437
1455,667.7927182
1456,667.7399811
1457,667.6876272
1458,667.6356517
1459,667.5840498
1460,667.5328166
1461,667.4819477
1462,667.4314384
1463,667.3812844
1464,667.3314813
1465,667.2820248
1466,667.2329108
1467,667.184135
1468,667.1356936
1469,667.0875825
1470,667.0397979
1471,666.9923359
1472,666.9451928
1473,666.8983648
1474,666.8518484
1475,666.80564
1476,666.7597361
1477,666.7141333
1478,666.668828
1479,666.6238171
1480,666.5790972
1481,666.534665
1482,666.4905175
1483,666.4466514
1484,666.4030637
1485,666.3597513
1486,666.3167113
1487,666.2739406
1488,666.2314365
1489,666.189196
1490,666.1472164
1491,666.1054947
1492,666.0640285
1493,666.0228148
1494,665.9818511
1495,665.9411348
1496,665.9006633
1497,665.8604341
1498,665.8204446
1499,665.7806924
1500,665.1012163
1501,665.0514078
1502,665.0019319
1503,664.9527842
1504,664.9039605
1505,664.8554567
1506,664.8072686
1507,664.7593923
1508,664.7118239
1509,664.6645594
1510,664.6175951
1511,664.5709273
1512,664.5245524
1513,664.4784667
1514,664.4326668
1515,664.3871493
1516,664.3419106
1517,664.2969476
1518,664.252257
1519,664.2078355
1520,664.16368
1521,664.1197874
1522,664.0761548
1523,664.032779
1524,663.9896573
1525,663.9467866
1526,663.9041643
1527,663.8617874
1528,663.8196534
1529,663.7777594
1530,663.7361029
1531,663.6946813
1532,663.653492
1533,663.6125325
1534,663.5718004
1535,663.5312933
1536,663.4910086
1537,663.4509443
1538,663.4110978
1539,663.371467
1540,663.3320496
1541,663.2928435
1542,663.2538464
1543,663.2150564
1544,663.1764712
1545,663.1380888
1546,663.0999073
1547,663.0619245
1548,663.0241387
1549,662.9865478
1550,662.9491499
1551,662.9119433
1552,662.874926
1553,662.8380962
1554,662.8014522
1555,662.7649922
1556,662.7287146
1557,662.6926175
1558,662.6566994
1559,662.6209585
1560,660.0016374
1561,659.9237405
1562,659.8464217
1563,659.7696714
1564,659.6934808
1565,659.617841
1566,659.5427432
1567,659.4681792
1568,659.3941406
1569,659.3206194
1570,659.2476077
1571,659.1750979
1572,659.1030826
1573,659.0315543
1574,658.9605059
1575,658.8899305
1576,658.8198211
1577,658.7501713
1578,658.6809744
1579,658.6122241
1580,658.5439142
1581,658.4760386
1582,658.4085913
1583,658.3415667
1584,658.2749589
1585,658.2087624
1586,658.1429718
1587,658.0775819
1588,658.0125873
1589,657.9479831
1590,657.8837643
1591,657.8199259
1592,657.7564633
1593,657.6933718
1594,657.6306468
1595,657.5682839
1596,657.5062786
1597,657.4446267
1598,657.3833241
1599,657.3223665
1600,657.2617501
1601,657.2014707
1602,657.1415246
1603,657.081908
1604,657.0226171
1605,656.9636483
1606,656.904998
1607,656.8466628
1608,656.7886391
1609,656.7309237
1610,656.6735131
1611,656.6164042
1612,656.5595937
1613,656.5030786
1614,656.4468557
1615,656.390922
1616,656.3352746
1617,656.2799106
1618,656.224827
1619,656.1700211
1620,654.7993863
1621,654.7234803
1622,654.6480523
1623,654.5730957
1624,654.498604
1625,654.4245707
1626,654.3509897
1627,654.2778549
1628,654.2051603
1629,654.1329001
1630,654.0610685
1631,653.98966
1632,653.918669
1633,653.8480902
1634,653.7779184
1635,653.7081483
1636,653.6387749
1637,653.5697932
1638,653.5011985
1639,653.4329859
1640,653.3651507
1641,653.2976885
1642,653.2305947
1643,653.163865
1644,653.0974949
1645,653.0314803
1646,652.9658171
1647,652.9005011
1648,652.8355284
1649,652.770895
1650,652.7065971
1651,652.6426309
1652,652.5789927
1653,652.515679
1654,652.452686
1655,652.3900103
1656,652.3276484
1657,652.265597
1658,652.2038527
1659,652.1424123
1660,652.0812726
1661,652.0204304
1662,651.9598826
1663,651.8996262
1664,651.8396581
1665,651.7799755
1666,651.7205755
1667,651.6614551
1668,651.6026117
1669,651.5440425
1670,651.4857447
1671,651.4277158
1672,651.3699531
1673,651.312454
1674,651.255216
1675,651.1982367
